itemtransaction-48,21,item-17,transaction-32
itemtransaction-49,6,item-18,transaction-33
itemtransaction-50,1,item-19,transaction-34
itemtransaction-51,4,item-20,transaction-35
itemtransaction-52,1,item-21,transaction-36
itemtransaction-53,5,item-22,transaction-37
itemtransaction-54,5,item-23,transaction-38
itemtransaction-55,7,item-24,transaction-39
itemtransaction-56,8,item-25,transaction-40
itemtransaction-57,6,item-26,transaction-41
itemtransaction-58,7,item-27,transaction-42
itemtransaction-59,5,item-28,transaction-43
itemtransaction-60,8,item-29,transaction-44
itemtransaction-61,7,item-30,transaction-45
itemtransaction-62,7,item-31,transaction-46
itemtransaction-63,8,item-32,transaction-47
itemtransaction-64,7,item-33,transaction-48
itemtransaction-65,14,item-34,transaction-49
itemtransaction-66,10,item-35,transaction-50
itemtransaction-67,9,item-36,transaction-51
itemtransaction-68,5,item-37,transaction-52
itemtransaction-69,10,item-38,transaction-53
itemtransaction-70,10,item-39,transaction-54
itemtransaction-71,15,item-40,transaction-55
itemtransaction-72,24,item-41,transaction-56
itemtransaction-73,3,item-42,transaction-57
itemtransaction-74,3,item-43,transaction-58
itemtransaction-75,3,item-44,transaction-59
itemtransaction-76,3,item-45,transaction-60
itemtransaction-77,6,item-46,transaction-61
itemtransaction-78,9,item-47,transaction-62
itemtransaction-79,16,item-48,transaction-63
itemtransaction-80,31,item-49,transaction-64
itemtransaction-81,13,item-50,transaction-65
itemtransaction-82,32,item-51,transaction-66
itemtransaction-83,7,item-52,transaction-67
itemtransaction-84,2,item-53,transaction-68
itemtransaction-85,4,item-54,transaction-69
itemtransaction-86,2,item-55,transaction-70
itemtransaction-87,2,item-56,transaction-71
itemtransaction-88,1,item-57,transaction-72
itemtransaction-89,1,item-58,transaction-73
itemtransaction-90,2,item-59,transaction-74
itemtransaction-91,1,item-60,transaction-75
itemtransaction-92,2,item-61,transaction-76
itemtransaction-93,2,item-62,transaction-77
itemtransaction-94,2,item-63,transaction-78
itemtransaction-95,2,item-64,transaction-79
itemtransaction-96,4,item-65,transaction-80
itemtransaction-97,2,item-66,transaction-81
itemtransaction-98,4,item-67,transaction-82
itemtransaction-99,2,item-68,transaction-83
itemtransaction-100,1,item-69,transaction-84
itemtransaction-101,1,item-70,transaction-85
itemtransaction-102,1,item-71,transaction-86
itemtransaction-104,50,item-73,transaction-88
itemtransaction-105,102,item-74,transaction-89
itemtransaction-106,8,item-76,transaction-90
itemtransaction-107,7,item-77,transaction-91
itemtransaction-108,5,item-78,transaction-92
itemtransaction-109,6,item-79,transaction-93
itemtransaction-110,7,item-80,transaction-94
itemtransaction-111,168,item-81,transaction-95
itemtransaction-112,12,item-82,transaction-96
itemtransaction-113,1,item-83,transaction-97
itemtransaction-114,1,item-84,transaction-98
itemtransaction-115,1,item-68,transaction-99
itemtransaction-116,12,item-85,transaction-100
itemtransaction-117,12,item-86,transaction-101
itemtransaction-118,12,item-87,transaction-102
itemtransaction-119,12,item-88,transaction-103
itemtransaction-120,28,item-89,transaction-104
itemtransaction-121,12,item-90,transaction-105
itemtransaction-122,10,item-91,transaction-106
itemtransaction-123,10,item-92,transaction-107
itemtransaction-124,10,item-93,transaction-108
itemtransaction-125,10,item-94,transaction-109
itemtransaction-126,10,item-95,transaction-110
itemtransaction-127,10,item-96,transaction-111
itemtransaction-128,10,item-97,transaction-112
itemtransaction-129,10,item-98,transaction-113
itemtransaction-130,10,item-99,transaction-114
itemtransaction-131,10,item-100,transaction-115
itemtransaction-132,20,item-101,transaction-116
itemtransaction-133,20,item-102,transaction-117
itemtransaction-134,10,item-103,transaction-118
itemtransaction-135,10,item-104,transaction-119
itemtransaction-136,20,item-105,transaction-120
itemtransaction-137,20,item-106,transaction-121
itemtransaction-138,20,item-107,transaction-122
itemtransaction-140,15,item-109,transaction-124
itemtransaction-141,10,item-110,transaction-125
itemtransaction-142,10,item-111,transaction-126
itemtransaction-143,5,item-112,transaction-127
itemtransaction-144,10,item-113,transaction-128
itemtransaction-145,10,item-114,transaction-129
itemtransaction-146,10,item-115,transaction-130
itemtransaction-147,24,item-116,transaction-131
itemtransaction-149,5,item-118,transaction-133
itemtransaction-150,5,item-119,transaction-134
itemtransaction-151,5,item-120,transaction-135
itemtransaction-152,5,item-121,transaction-136
itemtransaction-153,5,item-122,transaction-137
itemtransaction-154,5,item-123,transaction-138
itemtransaction-155,5,item-124,transaction-139
itemtransaction-156,5,item-125,transaction-140
itemtransaction-157,5,item-126,transaction-141
itemtransaction-159,5,item-128,transaction-143
itemtransaction-160,5,item-129,transaction-144
itemtransaction-161,5,item-130,transaction-145
itemtransaction-162,5,item-131,transaction-146
itemtransaction-163,5,item-132,transaction-147
itemtransaction-164,5,item-133,transaction-148
itemtransaction-165,15,item-134,transaction-149
itemtransaction-166,5,item-135,transaction-150
itemtransaction-167,5,item-136,transaction-151
itemtransaction-168,5,item-137,transaction-152
itemtransaction-169,5,item-138,transaction-153
itemtransaction-170,100,item-139,transaction-154
itemtransaction-171,12,item-140,transaction-155
itemtransaction-172,1,item-74,transaction-156
itemtransaction-173,1,item-88,transaction-156
itemtransaction-174,1,item-140,transaction-156
itemtransaction-175,20,item-141,transaction-157
itemtransaction-176,20,item-142,transaction-158
itemtransaction-177,10,item-143,transaction-159
itemtransaction-178,10,item-144,transaction-160
itemtransaction-179,1,item-124,transaction-161
itemtransaction-180,1,item-143,transaction-161
itemtransaction-181,1,item-141,transaction-161
itemtransaction-182,1,item-142,transaction-161
itemtransaction-183,1,item-100,transaction-161
itemtransaction-184,1,item-116,transaction-162
itemtransaction-186,1,item-74,transaction-164
itemtransaction-191,1,item-145,transaction-169
itemtransaction-195,1,item-74,transaction-173
itemtransaction-185,30,item-145,transaction-163
itemtransaction-187,1,item-140,transaction-165
itemtransaction-202,1,item-105,transaction-178
itemtransaction-209,4,item-88,transaction-184
itemtransaction-188,1,item-74,transaction-166
itemtransaction-189,100,item-146,transaction-167
itemtransaction-197,1,item-74,transaction-175
itemtransaction-206,1,item-145,transaction-181
itemtransaction-207,3,item-74,transaction-182
itemtransaction-190,16,item-146,transaction-168
itemtransaction-192,1,item-74,transaction-170
itemtransaction-193,2,item-74,transaction-171
itemtransaction-205,1,item-145,transaction-180
itemtransaction-194,1,item-74,transaction-172
itemtransaction-196,1,item-74,transaction-174
itemtransaction-203,1,item-106,transaction-178
itemtransaction-204,1,item-145,transaction-179
itemtransaction-210,10,item-146,transaction-185
itemtransaction-211,2,item-74,transaction-186
itemtransaction-212,1,item-82,transaction-187
itemtransaction-213,3,item-74,transaction-188
itemtransaction-214,1,item-64,transaction-189
itemtransaction-215,1,item-50,transaction-190
itemtransaction-216,1,item-111,transaction-191
itemtransaction-217,1,item-105,transaction-192
itemtransaction-218,1,item-106,transaction-192
itemtransaction-219,4,item-139,transaction-193
itemtransaction-220,1,item-120,transaction-194
itemtransaction-221,4,item-147,transaction-195
itemtransaction-222,1,item-147,transaction-196
itemtransaction-223,1,item-122,transaction-197
itemtransaction-224,2,item-139,transaction-198
itemtransaction-225,1,item-139,transaction-199
itemtransaction-226,1,item-74,transaction-200
itemtransaction-227,1,item-140,transaction-201
itemtransaction-228,2,item-139,transaction-202
itemtransaction-229,1,item-116,transaction-203
itemtransaction-230,1,item-106,transaction-204
itemtransaction-231,1,item-139,transaction-205
itemtransaction-232,1,item-105,transaction-206
itemtransaction-233,2,item-139,transaction-207
itemtransaction-234,3,item-139,transaction-208
itemtransaction-235,1,item-85,transaction-209
itemtransaction-236,1,item-50,transaction-209
itemtransaction-237,1,item-74,transaction-209
itemtransaction-238,1,item-105,transaction-210
itemtransaction-239,1,item-139,transaction-211
itemtransaction-241,1,item-145,transaction-213
itemtransaction-242,1,item-146,transaction-213
itemtransaction-243,1,item-139,transaction-214
itemtransaction-244,3,item-148,transaction-215
itemtransaction-245,3,item-149,transaction-216
itemtransaction-247,1,item-149,transaction-218
itemtransaction-248,1,item-148,transaction-219
itemtransaction-249,1,item-139,transaction-220
itemtransaction-250,1,item-148,transaction-221
itemtransaction-251,10,item-150,transaction-222
itemtransaction-252,1,item-150,transaction-223
itemtransaction-253,1,item-139,transaction-224
itemtransaction-254,3,item-74,transaction-225
itemtransaction-255,1,item-85,transaction-226
itemtransaction-256,2,item-139,transaction-227
itemtransaction-257,1,item-139,transaction-228
itemtransaction-258,1,item-94,transaction-229
itemtransaction-259,1,item-92,transaction-229
itemtransaction-260,1,item-98,transaction-229
itemtransaction-261,1,item-97,transaction-229
itemtransaction-262,1,item-88,transaction-230
itemtransaction-263,1,item-140,transaction-231
itemtransaction-264,1,item-145,transaction-232
itemtransaction-265,2,item-146,transaction-233
itemtransaction-266,2,item-74,transaction-234
itemtransaction-267,1,item-62,transaction-235
itemtransaction-268,1,item-139,transaction-236
itemtransaction-269,1,item-106,transaction-237
itemtransaction-270,1,item-105,transaction-237
itemtransaction-271,1,item-134,transaction-237
itemtransaction-272,1,item-74,transaction-238
itemtransaction-273,1,item-142,transaction-239
itemtransaction-274,1,item-118,transaction-240
itemtransaction-275,1,item-109,transaction-240
itemtransaction-276,1,item-134,transaction-241
itemtransaction-277,1,item-139,transaction-242
itemtransaction-279,1,item-149,transaction-244
itemtransaction-281,1,item-105,transaction-246
itemtransaction-282,2,item-139,transaction-247
itemtransaction-283,1,item-116,transaction-248
itemtransaction-284,2,item-139,transaction-249
itemtransaction-285,1,item-148,transaction-250
itemtransaction-286,1,item-93,transaction-251
itemtransaction-287,2,item-139,transaction-252
itemtransaction-288,1,item-105,transaction-253
itemtransaction-289,1,item-107,transaction-253
itemtransaction-290,1,item-106,transaction-253
itemtransaction-291,1,item-139,transaction-254
itemtransaction-292,2,item-139,transaction-255
itemtransaction-293,2,item-139,transaction-256
itemtransaction-294,1,item-106,transaction-257
itemtransaction-295,1,item-74,transaction-258
itemtransaction-296,1,item-146,transaction-259
itemtransaction-297,4,item-152,transaction-260
itemtransaction-298,1,item-152,transaction-261
itemtransaction-299,2,item-74,transaction-262
itemtransaction-300,1,item-74,transaction-263
itemtransaction-301,2,item-74,transaction-264
itemtransaction-302,1,item-74,transaction-265
itemtransaction-303,1,item-140,transaction-266
itemtransaction-304,1,item-94,transaction-267
itemtransaction-305,2,item-146,transaction-268
itemtransaction-306,2,item-74,transaction-269
itemtransaction-307,1,item-140,transaction-270
itemtransaction-308,1,item-140,transaction-271
itemtransaction-309,1,item-145,transaction-271
itemtransaction-310,1,item-85,transaction-272
itemtransaction-311,1,item-145,transaction-273
itemtransaction-312,1,item-139,transaction-274
itemtransaction-313,1,item-116,transaction-275
itemtransaction-314,1,item-139,transaction-276
itemtransaction-315,2,item-74,transaction-277
itemtransaction-316,1,item-139,transaction-278
itemtransaction-317,1,item-139,transaction-279
itemtransaction-318,1,item-74,transaction-279
itemtransaction-319,2,item-85,transaction-280
itemtransaction-320,1,item-139,transaction-281
itemtransaction-321,1,item-139,transaction-282
itemtransaction-322,1,item-74,transaction-283
itemtransaction-323,1,item-104,transaction-284
itemtransaction-324,1,item-103,transaction-284
itemtransaction-325,1,item-116,transaction-284
itemtransaction-326,10,item-153,transaction-285
itemtransaction-327,1,item-153,transaction-286
itemtransaction-328,1,item-126,transaction-287
itemtransaction-329,1,item-87,transaction-288
itemtransaction-330,1,item-86,transaction-288
itemtransaction-331,3,item-74,transaction-289
itemtransaction-332,1,item-121,transaction-290
itemtransaction-333,1,item-149,transaction-291
itemtransaction-334,1,item-153,transaction-292
itemtransaction-335,1,item-140,transaction-293
itemtransaction-336,1,item-87,transaction-294
itemtransaction-337,1,item-140,transaction-295
itemtransaction-338,1,item-85,transaction-295
itemtransaction-339,1,item-140,transaction-296
itemtransaction-340,1,item-147,transaction-296
itemtransaction-341,1,item-141,transaction-297
itemtransaction-342,1,item-100,transaction-297
itemtransaction-343,1,item-105,transaction-298
itemtransaction-344,1,item-97,transaction-298
itemtransaction-345,1,item-143,transaction-299
itemtransaction-346,1,item-145,transaction-300
itemtransaction-347,5,item-154,transaction-301
itemtransaction-348,1,item-154,transaction-302
itemtransaction-351,1,item-143,transaction-304
itemtransaction-364,1,item-74,transaction-312
itemtransaction-368,1,item-107,transaction-316
itemtransaction-378,1,item-74,transaction-324
itemtransaction-404,100,item-74,transaction-348
itemtransaction-412,2,item-74,transaction-353
itemtransaction-413,1,item-74,transaction-354
itemtransaction-414,1,item-74,transaction-355
itemtransaction-349,1,item-134,transaction-303
itemtransaction-350,1,item-141,transaction-304
itemtransaction-352,1,item-100,transaction-304
itemtransaction-353,1,item-142,transaction-304
itemtransaction-356,1,item-131,transaction-306
itemtransaction-358,1,item-100,transaction-307
itemtransaction-363,30,item-74,transaction-311
itemtransaction-367,1,item-74,transaction-315
itemtransaction-369,1,item-85,transaction-317
itemtransaction-370,1,item-104,transaction-318
itemtransaction-371,1,item-103,transaction-318
itemtransaction-373,1,item-74,transaction-320
itemtransaction-381,10,item-155,transaction-326
itemtransaction-382,1,item-155,transaction-327
itemtransaction-389,1,item-121,transaction-334
itemtransaction-391,1,item-74,transaction-336
itemtransaction-395,1,item-74,transaction-340
itemtransaction-396,1,item-105,transaction-341
itemtransaction-403,5,item-74,transaction-347
itemtransaction-410,1,item-97,transaction-352
itemtransaction-411,1,item-97,transaction-353
itemtransaction-354,1,item-49,transaction-304
itemtransaction-357,1,item-109,transaction-306
itemtransaction-359,1,item-141,transaction-307
itemtransaction-390,1,item-74,transaction-335
itemtransaction-393,1,item-145,transaction-338
itemtransaction-397,1,item-146,transaction-342
itemtransaction-355,1,item-106,transaction-305
itemtransaction-360,1,item-111,transaction-308
itemtransaction-361,1,item-110,transaction-309
itemtransaction-374,1,item-140,transaction-321
itemtransaction-377,1,item-105,transaction-323
itemtransaction-383,4,item-74,transaction-328
itemtransaction-384,5,item-74,transaction-329
itemtransaction-385,1,item-74,transaction-330
itemtransaction-386,1,item-74,transaction-331
itemtransaction-392,1,item-74,transaction-337
itemtransaction-399,1,item-145,transaction-344
itemtransaction-401,1,item-118,transaction-345
itemtransaction-406,3,item-74,transaction-350
itemtransaction-415,2,item-74,transaction-356
itemtransaction-416,1,item-141,transaction-357
itemtransaction-417,3,item-74,transaction-358
itemtransaction-362,1,item-140,transaction-310
itemtransaction-365,1,item-105,transaction-313
itemtransaction-366,1,item-105,transaction-314
itemtransaction-372,1,item-74,transaction-319
itemtransaction-375,1,item-62,transaction-322
itemtransaction-376,1,item-109,transaction-323
itemtransaction-379,1,item-98,transaction-325
itemtransaction-380,1,item-134,transaction-325
itemtransaction-387,1,item-74,transaction-332
itemtransaction-388,1,item-74,transaction-333
itemtransaction-394,1,item-74,transaction-339
itemtransaction-398,1,item-106,transaction-343
itemtransaction-400,10,item-146,transaction-344
itemtransaction-402,1,item-74,transaction-346
itemtransaction-407,3,item-74,transaction-351
itemtransaction-408,1,item-155,transaction-351
itemtransaction-409,5,item-146,transaction-352
itemtransaction-418,35,item-156,transaction-359
itemtransaction-419,1,item-156,transaction-360
itemtransaction-420,2,item-74,transaction-361
itemtransaction-421,2,item-74,transaction-362
itemtransaction-422,3,item-74,transaction-363
itemtransaction-423,1,item-74,transaction-364
itemtransaction-424,1,item-105,transaction-365
itemtransaction-425,1,item-106,transaction-365
itemtransaction-426,1,item-134,transaction-365
itemtransaction-427,2,item-74,transaction-366
itemtransaction-428,1,item-74,transaction-367
itemtransaction-429,1,item-74,transaction-368
itemtransaction-430,1,item-98,transaction-369
itemtransaction-431,1,item-145,transaction-370
itemtransaction-432,2,item-74,transaction-371
itemtransaction-433,1,item-74,transaction-372
itemtransaction-434,2,item-74,transaction-373
itemtransaction-435,10,item-157,transaction-374
itemtransaction-436,1,item-157,transaction-375
itemtransaction-438,1,item-134,transaction-377
itemtransaction-439,1,item-107,transaction-377
itemtransaction-440,1,item-157,transaction-378
itemtransaction-441,1,item-111,transaction-379
itemtransaction-442,3,item-97,transaction-380
itemtransaction-443,1,item-158,transaction-381
itemtransaction-444,1,item-74,transaction-382
itemtransaction-445,1,item-158,transaction-383
itemtransaction-446,1,item-145,transaction-384
itemtransaction-447,1,item-50,transaction-385
itemtransaction-448,1,item-38,transaction-386
itemtransaction-449,2,item-74,transaction-387
itemtransaction-450,1,item-100,transaction-388
itemtransaction-451,1,item-92,transaction-389
itemtransaction-452,1,item-94,transaction-389
itemtransaction-453,1,item-98,transaction-389
itemtransaction-454,1,item-134,transaction-390
itemtransaction-455,2,item-146,transaction-390
itemtransaction-456,1,item-97,transaction-391
itemtransaction-457,1,item-113,transaction-391
itemtransaction-458,1,item-115,transaction-391
itemtransaction-459,1,item-157,transaction-392
itemtransaction-460,1,item-157,transaction-393
itemtransaction-461,1,item-157,transaction-394
itemtransaction-462,2,item-74,transaction-395
itemtransaction-463,3,item-74,transaction-396
itemtransaction-464,1,item-74,transaction-397
itemtransaction-465,2,item-74,transaction-398
itemtransaction-466,1,item-97,transaction-399
itemtransaction-467,1,item-111,transaction-400
itemtransaction-468,3,item-74,transaction-400
itemtransaction-469,1,item-84,transaction-401
itemtransaction-470,1,item-116,transaction-401
itemtransaction-471,1,item-142,transaction-402
itemtransaction-472,1,item-96,transaction-402
itemtransaction-473,1,item-111,transaction-403
itemtransaction-474,1,item-109,transaction-403
itemtransaction-475,1,item-157,transaction-404
itemtransaction-476,3,item-74,transaction-405
itemtransaction-477,1,item-106,transaction-406
itemtransaction-478,1,item-104,transaction-406
itemtransaction-480,1,item-116,transaction-408
itemtransaction-481,1,item-74,transaction-409
itemtransaction-482,1,item-157,transaction-409
itemtransaction-483,1,item-36,transaction-410
itemtransaction-484,2,item-74,transaction-411
itemtransaction-485,4,item-74,transaction-412
itemtransaction-486,1,item-19,transaction-413
itemtransaction-487,1,item-149,transaction-413
itemtransaction-488,3,item-74,transaction-414
itemtransaction-489,2,item-157,transaction-415
itemtransaction-492,1,item-34,transaction-417
itemtransaction-493,1,item-35,transaction-417
itemtransaction-494,1,item-157,transaction-418
itemtransaction-495,150,item-157,transaction-419
itemtransaction-496,1,item-157,transaction-420
itemtransaction-497,1,item-82,transaction-421
itemtransaction-498,1,item-145,transaction-421
itemtransaction-499,2,item-74,transaction-422
itemtransaction-500,1,item-74,transaction-423
itemtransaction-501,1,item-157,transaction-423
itemtransaction-502,1,item-113,transaction-424
itemtransaction-503,1,item-115,transaction-424
itemtransaction-504,1,item-129,transaction-424
itemtransaction-505,1,item-103,transaction-424
itemtransaction-506,1,item-104,transaction-424
itemtransaction-507,1,item-74,transaction-424
itemtransaction-508,1,item-104,transaction-425
itemtransaction-509,1,item-94,transaction-426
itemtransaction-510,1,item-111,transaction-426
itemtransaction-511,1,item-129,transaction-426
itemtransaction-512,1,item-103,transaction-427
itemtransaction-513,1,item-104,transaction-427
itemtransaction-514,1,item-92,transaction-427
itemtransaction-515,1,item-123,transaction-427
itemtransaction-516,1,item-112,transaction-427
itemtransaction-517,1,item-27,transaction-428
itemtransaction-518,1,item-94,transaction-429
itemtransaction-519,1,item-54,transaction-430
itemtransaction-520,1,item-145,transaction-431
itemtransaction-521,1,item-74,transaction-432
itemtransaction-522,2,item-74,transaction-433
itemtransaction-523,1,item-94,transaction-434
itemtransaction-524,1,item-74,transaction-435
itemtransaction-525,1,item-91,transaction-436
itemtransaction-526,1,item-93,transaction-437
itemtransaction-527,1,item-111,transaction-438
itemtransaction-528,1,item-74,transaction-438
itemtransaction-529,2,item-74,transaction-439
itemtransaction-530,1,item-152,transaction-439
itemtransaction-531,1,item-88,transaction-440
itemtransaction-533,1,item-43,transaction-442
itemtransaction-534,1,item-103,transaction-442
itemtransaction-535,1,item-104,transaction-442
itemtransaction-536,1,item-145,transaction-443
itemtransaction-537,1,item-141,transaction-444
itemtransaction-538,1,item-104,transaction-445
itemtransaction-539,1,item-91,transaction-446
itemtransaction-540,1,item-103,transaction-446
itemtransaction-541,3,item-74,transaction-447
itemtransaction-544,1,item-92,transaction-448
itemtransaction-556,1,item-105,transaction-458
itemtransaction-560,1,item-145,transaction-460
itemtransaction-574,1,item-123,transaction-467
itemtransaction-584,1,item-34,transaction-467
itemtransaction-588,1,item-141,transaction-469
itemtransaction-542,1,item-114,transaction-448
itemtransaction-567,1,item-131,transaction-466
itemtransaction-572,1,item-110,transaction-467
itemtransaction-582,1,item-119,transaction-467
itemtransaction-589,1,item-105,transaction-470
itemtransaction-543,1,item-115,transaction-448
itemtransaction-555,1,item-109,transaction-458
itemtransaction-573,1,item-98,transaction-467
itemtransaction-583,1,item-132,transaction-467
itemtransaction-587,1,item-142,transaction-469
itemtransaction-591,1,item-129,transaction-472
itemtransaction-545,1,item-74,transaction-449
itemtransaction-557,1,item-98,transaction-458
itemtransaction-563,1,item-93,transaction-463
itemtransaction-575,1,item-45,transaction-467
itemtransaction-585,1,item-35,transaction-467
itemtransaction-546,1,item-29,transaction-450
itemtransaction-568,1,item-43,transaction-467
itemtransaction-578,1,item-129,transaction-467
itemtransaction-547,100,item-146,transaction-451
itemtransaction-551,2,item-103,transaction-455
itemtransaction-570,1,item-114,transaction-467
itemtransaction-580,1,item-135,transaction-467
itemtransaction-586,1,item-145,transaction-468
itemtransaction-590,1,item-134,transaction-471
itemtransaction-549,60,item-146,transaction-453
itemtransaction-552,1,item-104,transaction-455
itemtransaction-565,1,item-145,transaction-464
itemtransaction-571,1,item-115,transaction-467
itemtransaction-581,1,item-122,transaction-467
itemtransaction-550,1,item-74,transaction-454
itemtransaction-553,1,item-103,transaction-456
itemtransaction-554,1,item-157,transaction-457
itemtransaction-558,1,item-43,transaction-459
itemtransaction-562,1,item-138,transaction-462
itemtransaction-564,1,item-95,transaction-463
itemtransaction-576,1,item-47,transaction-467
itemtransaction-559,1,item-113,transaction-459
itemtransaction-577,1,item-95,transaction-467
itemtransaction-561,100,item-159,transaction-461
itemtransaction-569,1,item-92,transaction-467
itemtransaction-579,1,item-40,transaction-467
itemtransaction-592,1,item-109,transaction-473
itemtransaction-593,1,item-105,transaction-474
itemtransaction-594,1,item-115,transaction-474
itemtransaction-595,1,item-118,transaction-475
itemtransaction-596,1,item-119,transaction-475
itemtransaction-597,9,item-159,transaction-476
itemtransaction-598,1,item-113,transaction-477
itemtransaction-599,1,item-44,transaction-477
itemtransaction-600,1,item-125,transaction-478
itemtransaction-601,1,item-124,transaction-478
itemtransaction-602,1,item-124,transaction-479
itemtransaction-603,1,item-109,transaction-480
itemtransaction-604,1,item-126,transaction-481
itemtransaction-605,1,item-115,transaction-482
itemtransaction-606,2,item-126,transaction-482
itemtransaction-607,1,item-123,transaction-482
itemtransaction-608,1,item-106,transaction-482
itemtransaction-609,2,item-22,transaction-483
itemtransaction-610,1,item-115,transaction-483
itemtransaction-611,1,item-113,transaction-483
itemtransaction-612,1,item-106,transaction-484
itemtransaction-613,1,item-34,transaction-485
itemtransaction-614,1,item-35,transaction-485
